product_id,product_title,rating,total_reviews,price,top_reviews
itm1834df7ee2812,"Apple iPhone 17 (Mist Blue, 256 GB)",4.7,98,"₹82,900","5 Mind-blowing purchase Upgraded from iphone11 to iphone17🤍 READ MORE Neha  Kothari Certified Buyer , Pune Division 11 days ago 101 19 Permalink Report Abuse || 5 Just wow! It is very good and the battery charging is also good and the look is also cool READ MORE Shikha Chaubey Certified Buyer , Chaurhat 21 days ago 106 24 Permalink Report Abuse || 5 Excellent Feel the blue 🩵 READ MORE Manas Nayak Certified Buyer , Gurugram 24 days ago 67 15 Permalink Report Abuse"
itm6eb39da622cdd,"Apple iPhone 17 (Black, 256 GB)",4.7,98,"₹82,900","5 Mind-blowing purchase Upgraded from iphone11 to iphone17🤍 READ MORE Neha  Kothari Certified Buyer , Pune Division 11 days ago 101 19 Permalink Report Abuse || 5 Just wow! It is very good and the battery charging is also good and the look is also cool READ MORE Shikha Chaubey Certified Buyer , Chaurhat 21 days ago 106 24 Permalink Report Abuse || 5 Excellent Feel the blue 🩵 READ MORE Manas Nayak Certified Buyer , Gurugram 24 days ago 67 15 Permalink Report Abuse"
itmf37c8dffa4165,"Apple iPhone 17 (Lavender, 256 GB)",4.7,98,"₹82,900","5 Mind-blowing purchase Upgraded from iphone11 to iphone17🤍 READ MORE Neha  Kothari Certified Buyer , Pune Division 11 days ago 101 19 Permalink Report Abuse || 5 Just wow! It is very good and the battery charging is also good and the look is also cool READ MORE Shikha Chaubey Certified Buyer , Chaurhat 21 days ago 106 24 Permalink Report Abuse || 5 Excellent Feel the blue 🩵 READ MORE Manas Nayak Certified Buyer , Gurugram 24 days ago 67 15 Permalink Report Abuse"
